	"gene_id"	"sample97_t3"	"sample98_t4"	"sample99_t5"	"sample100_t6"	"sample101_t8"	"sample102_t24"	"sample103_t48"	"sample104_t168"	"sample105_t336"	"sample16_t3"	"sample17_t4"	"sample18_t5"	"sample19_t6"	"sample20_t8"	"sample21_t24"	"sample22_t48"	"sample23_t168"	"sample24_t336"	"sample25_t3"	"sample26_t4"	"sample27_t5"	"sample28_t6"	"sample29_t8"	"sample30_t24"	"sample31_t48"	"sample32_t168"	"sample33_t336"
"1361"	"ECB_01361"	37	83	17	10	2	0	0	13	25	5	7	1	6	2	1	0	1	5	15	13	13	7	12	3	0	18	28
"1362"	"ECB_01362"	20	69	3	14	2	0	0	40	64	0	4	0	2	2	0	0	7	16	5	15	17	3	3	0	2	49	48
"1363"	"ECB_01363"	2	1	2	0	0	0	0	5	1	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	2	1
"1364"	"ECB_01364"	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
"1365"	"ECB_01365"	6	24	8	8	2	0	0	20	34	4	5	2	4	0	0	2	15	4	9	15	7	10	13	2	5	96	170
"1366"	"ECB_01366"	33	80	36	19	3	0	0	6	16	3	7	10	5	0	1	1	7	8	10	18	17	9	18	1	0	9	7
"1367"	"ECB_01367"	235	111	81	41	3	0	1	54	42	79	77	8	57	27	8	2	6	23	58	135	153	96	56	23	3	119	80
"1368"	"ECB_01368"	678	1029	709	403	14	2	1	93	264	171	261	134	193	15	4	11	23	89	317	447	390	353	270	30	12	138	158
"1369"	"ECB_01369"	29	64	37	16	3	1	0	6	13	6	14	1	8	3	1	0	3	2	5	13	9	15	14	4	0	17	8
"1370"	"ECB_01370"	70	255	1358	368	239	10	7	77	115	372	166	42	51	412	28	5	41	88	143	173	137	83	481	127	9	198	137
"1371"	"ECB_01371"	5	12	8	3	5	0	0	5	10	1	0	0	2	1	1	0	0	4	1	2	2	3	7	0	0	17	6
"1372"	"ECB_01372"	1	7	1	9	0	0	0	4	4	1	1	0	3	2	0	0	0	0	3	5	2	1	1	0	0	5	3
"1373"	"ECB_01373"	18	31	19	10	1	0	1	3	14	4	7	8	8	1	0	0	2	3	29	30	37	33	31	0	0	12	13
"1374"	"ECB_01374"	398	387	180	133	5	0	0	22	56	71	72	6	73	20	0	3	5	23	108	217	141	173	107	0	2	65	49
"1375"	"ECB_01375"	54	91	39	24	9	1	2	16	65	17	6	1	8	7	2	0	6	14	23	45	53	45	48	17	1	92	96
"1376"	"ECB_01376"	1	2	0	1	0	0	0	5	15	2	1	0	0	6	0	1	3	7	0	0	1	1	2	1	0	3	5
"1377"	"ECB_01377"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1378"	"ECB_01378"	36	49	21	11	3	1	0	73	61	5	1	2	9	4	2	1	31	39	13	23	22	9	15	2	2	142	83
"1379"	"ECB_01379"	99	572	924	474	85	5	7	346	227	118	188	50	143	135	9	18	153	216	266	327	334	161	264	8	7	1042	383
"1380"	"ECB_01380"	14	26	16	8	28	4	0	15	37	10	8	2	7	61	3	0	5	20	7	15	17	7	67	11	5	74	25
"1381"	"ECB_01381"	246	464	138	174	17	3	0	54	85	92	91	9	95	24	5	1	12	49	87	156	150	154	96	8	1	94	63
"1382"	"ECB_01382"	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
"1383"	"ECB_01383"	24	31	46	48	387	31	13	597	882	28	21	33	15	810	89	22	313	645	43	41	42	50	861	312	41	1642	915
"1384"	"ECB_01384"	39	56	49	59	11	2	0	39	70	10	23	3	16	26	0	5	6	51	56	65	50	48	55	1	1	171	72
"1385"	"ECB_01385"	8	10	5	4	7	9	1	76	51	4	3	0	5	9	8	0	25	28	3	9	9	6	16	20	7	272	81
"1386"	"ECB_01386"	43	69	42	17	3	0	0	15	35	5	6	0	8	2	1	0	5	9	11	13	30	10	12	3	1	30	76
"1387"	"ECB_01387"	231	174	79	61	2	0	0	9	20	14	21	12	37	5	0	0	3	2	33	31	46	36	39	0	0	13	13
"1388"	"ECB_01388"	212	209	109	77	100	25	10	928	278	46	35	2	52	109	187	37	138	204	45	63	65	42	87	583	40	1584	385
"1389"	"ECB_01389"	1	2	2	1	1	0	0	3	4	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	2	1
"1390"	"ECB_01390"	247	290	213	108	43	15	2	26	96	130	62	169	58	117	17	2	15	53	125	150	133	116	179	36	1	100	56
"1391"	"ECB_01391"	23	25	38	25	1	0	1	9	11	11	7	4	5	1	0	0	9	9	9	12	13	12	3	2	0	29	11
"1392"	"ECB_01392"	13	22	5	5	0	0	0	36	65	5	5	3	5	1	0	0	3	5	5	4	2	3	4	0	0	20	9
"1393"	"ECB_01393"	136	172	37	54	4	0	1	25	64	29	30	59	29	6	0	0	6	5	35	54	38	42	31	3	1	38	23
"1394"	"ECB_01394"	4264	3424	5142	1134	449	20	14	836	1433	853	1378	79	1029	1244	176	132	105	616	4059	5099	4191	3060	4205	242	135	3760	1494
"1395"	"ECB_01395"	11	11	4	4	0	0	1	34	42	3	1	1	0	0	0	1	8	19	1	2	5	0	7	3	2	67	24
"1396"	"ECB_01396"	25	65	19	8	0	2	0	89	86	9	9	3	8	2	1	1	7	34	8	16	19	11	15	3	0	194	71
"1397"	"ECB_01397"	8	13	17	8	127	6	6	89	52	15	2	0	3	139	5	3	22	51	7	10	5	4	131	13	3	199	46
"1398"	"ECB_01398"	9	17	4	2	70	0	2	22	30	4	1	0	3	124	4	1	1	17	2	6	3	1	54	6	1	72	13
"1399"	"ECB_01399"	7	4	11	4	10	0	0	6	13	4	3	0	2	35	1	0	0	4	4	5	4	3	40	9	1	7	6
"1400"	"ECB_01400"	1	2	3	2	8	0	0	4	1	0	2	2	0	11	0	0	0	2	0	0	1	1	8	5	0	1	2
"1401"	"ECB_01401"	22	40	22	16	41	1	0	11	61	9	7	23	14	50	2	0	130	23	35	66	35	53	97	23	22	339	918
"1402"	"ECB_01402"	2	14	3	4	0	0	0	0	1	1	1	0	0	0	0	0	1	3	0	0	3	1	0	0	0	1	0
"1403"	"ECB_01403"	94	150	92	53	16	4	2	50	68	31	26	2	23	15	3	2	19	26	42	69	53	57	70	20	5	167	136
"1404"	"ECB_01404"	114	118	47	37	0	0	0	3	16	13	21	8	17	5	1	0	0	3	15	23	36	16	9	0	0	13	10
"1405"	"ECB_01405"	149	163	81	36	4	1	1	12	34	21	25	10	32	10	2	0	3	8	40	62	55	33	35	4	0	44	33
"1406"	"ECB_01406"	70	116	103	49	31	3	4	34	84	39	34	20	28	33	1	2	28	44	44	50	51	46	112	13	2	81	59
"1407"	"ECB_01407"	17	15	2	3	1	3	0	24	27	1	2	1	1	5	1	0	5	9	0	3	2	3	7	1	4	35	24
"1408"	"ECB_01408"	144	441	109	136	1	0	0	15	28	20	57	23	54	6	0	1	12	4	80	154	124	96	64	2	0	46	78
"1409"	"ECB_01409"	390	214	109	32	4	1	0	59	260	77	129	33	314	93	12	5	46	91	143	186	291	917	897	35	9	242	204
"1410"	"ECB_01410"	90	105	29	31	3	0	0	4	17	11	14	5	13	1	0	0	2	6	19	20	17	8	6	5	0	23	18
"1411"	"ECB_01411"	7	8	7	5	0	0	0	8	6	1	1	0	1	3	0	0	1	1	0	3	3	0	2	0	0	2	2
"1412"	"ECB_01412"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"1413"	"ECB_01413"	7	9	6	5	1	0	0	11	20	4	4	3	1	0	0	0	16	3	4	7	5	5	2	1	1	43	140
"1414"	"ECB_01414"	50	51	32	21	0	0	1	27	56	18	13	11	3	10	1	2	5	26	18	34	35	36	23	3	1	46	29
"1415"	"ECB_01415"	1	26	14	16	0	0	2	11	22	2	2	0	0	0	0	1	0	3	4	0	4	0	3	0	1	18	16
"1416"	"ECB_01416"	3	10	3	9	0	0	0	7	5	0	1	0	1	0	0	0	3	4	0	3	1	2	0	0	0	10	9
"1417"	"ECB_01417"	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
"1418"	"ECB_01418"	2	2	2	0	0	0	0	2	2	0	1	0	0	0	0	0	1	1	0	2	1	0	1	0	0	5	0
"1419"	"ECB_01419"	5	5	2	3	1	0	0	5	1	2	3	0	0	0	0	0	0	0	2	3	1	8	0	0	0	0	2
"1420"	"ECB_01420"	25	4	25	17	10	1	0	32	21	11	12	3	9	44	7	2	4	26	16	21	16	13	44	11	2	67	19
"1421"	"ECB_01421"	30	33	24	14	0	1	2	5	23	6	9	1	6	2	1	0	8	9	5	23	13	15	8	4	1	20	14
"1422"	"ECB_01422"	162	182	81	34	0	0	0	6	59	21	21	4	16	8	0	1	6	4	47	54	66	26	40	1	0	19	23
"1423"	"ECB_01423"	8	12	9	0	0	1	0	1	1	2	1	2	4	0	0	0	0	3	0	3	5	1	3	0	0	1	1
"1424"	"ECB_01424"	7	5	5	3	1	0	0	2	5	1	1	0	3	0	0	0	2	1	3	6	3	5	6	0	0	5	11
"1425"	"ECB_01425"	35	16	15	6	0	1	1	3	14	4	5	2	6	3	0	0	20	5	57	85	35	54	64	6	9	69	144
"1426"	"ECB_01426"	45	37	12	11	1	0	1	11	22	19	5	1	4	1	0	1	3	13	12	14	10	8	7	0	0	14	23
"1427"	"ECB_01427"	2	5	1	3	0	0	0	2	8	3	3	1	1	0	1	0	0	4	2	0	2	1	2	0	0	2	2
"1428"	"ECB_01428"	1	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	27	7	4	4	5	1	3	1	4	92	121
"1429"	"ECB_01429"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
"1430"	"ECB_01430"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
"1431"	"ECB_01431"	15	39	4	7	0	0	0	3	3	0	2	0	2	0	0	0	3	0	1	5	1	1	1	0	0	3	6
"1432"	"ECB_01432"	22	43	13	9	2	0	0	10	15	5	5	3	5	2	0	1	1	2	7	5	7	1	1	0	0	15	7
"1433"	"ECB_01433"	3	22	6	3	0	0	0	2	7	1	6	1	0	1	0	1	7	3	4	5	4	2	2	0	0	9	24
"1434"	"ECB_01434"	5	5	10	0	1	0	0	0	4	3	2	0	4	0	0	0	0	2	5	5	2	3	4	1	0	9	7
"1435"	"ECB_01435"	95	181	105	47	14	10	7	447	384	22	20	5	22	13	6	15	101	200	51	76	68	45	57	34	11	871	306
"1436"	"ECB_01436"	24	80	44	16	3	0	0	3	14	6	9	2	16	20	1	0	4	8	15	29	42	18	21	13	0	15	17
"1437"	"ECB_01437"	1510	2017	1509	737	11	1	0	34	200	147	484	141	490	36	4	5	2	26	707	1075	1008	965	713	22	3	57	95
"1438"	"ECB_01438"	63	36	37	16	19	1	2	24	57	13	6	0	8	34	2	0	3	21	14	28	10	17	47	30	3	62	73
"1439"	"ECB_01439"	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
"1440"	"ECB_01440"	46	25	29	10	10	6	2	45	104	22	12	1	5	24	15	2	10	16	9	12	7	11	30	37	4	68	60
"1441"	"ECB_01441"	54	78	42	15	4	0	0	12	20	3	10	7	6	8	2	0	0	22	13	32	22	4	8	4	1	9	16
"1442"	"ECB_01442"	27	29	22	5	1	0	0	5	4	3	9	1	3	0	0	0	0	4	3	12	7	6	2	1	0	2	5
"1443"	"ECB_01443"	11	12	10	6	0	0	0	0	8	4	2	0	2	0	0	0	0	4	2	10	2	2	2	0	0	2	4
"1444"	"ECB_01444"	19	22	16	6	0	0	0	0	6	1	12	3	0	1	0	0	0	4	8	20	10	2	2	0	0	4	12
"1445"	"ECB_01445"	101	73	162	17	14	1	0	8	20	23	34	4	6	39	1	0	3	8	11	54	14	5	22	3	0	16	8
"1446"	"ECB_01446"	5	14	19	2	0	1	0	3	0	3	2	0	0	5	0	0	0	2	4	6	1	0	5	0	0	5	9
"1447"	"ECB_01447"	97	73	19	17	9	1	0	24	9	13	15	11	22	19	1	2	0	5	25	33	41	29	44	9	0	61	22
"1448"	"ECB_01448"	91	63	27	25	17	0	0	90	34	8	9	1	20	48	2	2	15	24	13	15	15	14	28	9	1	95	27
"1449"	"ECB_01449"	53	62	33	19	3	0	2	16	22	16	12	0	7	7	2	3	1	10	15	16	20	15	19	25	1	15	21
"1450"	"ECB_01450"	11	13	5	3	3	2	0	5	10	2	0	2	1	3	1	0	0	5	3	3	9	2	3	12	1	8	5
"1451"	"ECB_01451"	14	9	5	4	3	3	0	20	14	2	1	0	8	3	1	1	7	2	7	4	3	6	13	4	1	33	14
"1452"	"ECB_01452"	96	212	140	75	1	0	1	49	68	20	62	7	178	4	1	2	10	38	94	97	190	375	481	3	0	86	48
"1453"	"ECB_01453"	44	36	21	26	0	0	0	6	12	16	12	13	79	1	1	1	10	5	37	33	72	184	181	0	1	32	15
"1454"	"ECB_01454"	14	10	5	8	0	1	0	11	19	0	6	1	17	1	0	0	1	6	4	8	9	25	32	0	2	7	22
"1455"	"ECB_01455"	3	14	4	4	0	0	0	16	16	1	2	0	1	1	0	0	0	2	1	1	3	2	1	0	0	9	5
"1456"	"ECB_01456"	5	7	9	9	1	2	3	47	34	9	7	3	6	12	0	1	1	13	8	6	11	4	36	1	4	72	29
"1457"	"ECB_01457"	0	0	0	0	0	0	0	2	4	0	0	0	1	0	0	0	3	4	2	0	0	1	1	0	0	12	67
"1458"	"ECB_01458"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"1459"	"ECB_01459"	15	25	9	9	2	0	0	22	31	3	7	0	4	3	1	3	11	12	7	9	6	19	9	2	0	56	107
"1460"	"ECB_01460"	1	0	0	0	0	0	0	6	5	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	3	1
"1461"	"ECB_01461"	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2
"1462"	"ECB_01462"	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	3
"1463"	"ECB_01463"	0	1	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	6	9
"1464"	"ECB_01464"	1	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	7	6
"1465"	"ECB_01465"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"1466"	"ECB_01466"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"1467"	"ECB_01467"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1468"	"ECB_01468"	3	3	2	3	0	0	0	7	6	2	0	0	1	2	0	0	0	3	2	5	0	4	3	0	0	1	7
"1469"	"ECB_01469"	22	15	9	8	3	0	0	32	23	9	10	1	4	5	2	1	12	12	11	6	7	13	7	1	1	33	26
"1470"	"ECB_01470"	11	6	8	1	2	3	3	42	24	5	3	0	2	6	2	2	7	12	4	4	3	10	12	1	1	55	33
"1471"	"ECB_01471"	23	47	59	17	6	0	0	7	16	10	7	4	8	4	0	0	13	4	13	26	23	22	40	7	0	24	34
"1472"	"ECB_01472"	4	4	1	1	1	1	0	16	19	1	0	0	1	0	0	0	7	8	2	3	2	0	2	0	2	20	12
"1473"	"ECB_01473"	3	2	4	1	0	0	0	1	3	1	0	0	0	0	0	0	0	1	1	2	1	2	2	1	0	11	0
"1474"	"ECB_01474"	10	7	3	2	0	0	0	1	6	2	3	0	1	1	0	0	0	0	0	1	2	1	2	0	0	3	2
"1475"	"ECB_01475"	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0
"1476"	"ECB_01476"	11	6	10	3	7	2	0	31	15	5	1	1	4	18	4	1	15	15	1	2	4	4	11	6	2	48	32
"1477"	"ECB_01477"	26	164	7	9	0	0	0	1	7	3	6	5	7	0	0	0	0	1	9	12	11	0	3	0	0	5	1
"1478"	"ECB_01478"	11	28	15	11	1	1	1	71	36	7	5	2	7	2	1	4	22	17	8	8	10	6	7	3	3	166	40
"1479"	"ECB_01479"	29	67	11	13	0	0	0	39	41	0	13	0	11	3	0	1	11	27	6	20	21	9	14	1	0	34	15
"1480"	"ECB_01480"	3	14	4	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	1	2	3	2	0	0	1	0
"1481"	"ECB_01481"	48	154	167	26	0	0	0	5	14	14	27	4	8	0	0	0	0	1	14	32	38	19	7	0	0	2	3
"1482"	"ECB_01482"	95	172	2505	341	0	0	0	12	32	96	38	42	52	1	0	0	0	4	40	95	90	68	40	1	0	14	14
"1483"	"ECB_01483"	9	15	13	4	0	0	0	6	6	4	4	1	2	0	0	0	4	1	2	4	9	0	3	1	1	5	5
"1484"	"ECB_01484"	1	2	2	0	0	0	0	57	76	0	0	0	0	0	0	0	3	8	1	1	2	2	0	0	0	54	66
"1485"	"ECB_01485"	38	69	13	7	1	0	0	17	31	5	12	6	3	2	1	0	7	6	11	17	9	12	7	4	0	34	40
"1486"	"ECB_01486"	50	98	75	23	1	0	0	27	131	7	16	9	13	6	4	1	12	20	34	81	35	47	29	9	1	82	78
"1487"	"ECB_01487"	41	71	51	27	17	2	0	104	281	13	14	13	11	31	4	3	34	70	12	22	22	17	44	34	3	193	171
"1488"	"ECB_01488"	72	145	133	73	11	2	0	61	371	10	16	9	26	30	2	6	24	89	38	95	52	52	103	15	4	166	243
"1489"	"ECB_01489"	18	44	4	12	0	0	0	25	36	0	5	5	9	1	0	1	6	21	6	9	12	4	2	0	0	25	62
"1490"	"ECB_01490"	31	35	14	9	0	0	0	13	43	6	3	1	4	1	0	0	2	14	8	9	14	5	3	0	1	38	46
"1491"	"ECB_01491"	6	5	1	1	0	0	0	5	8	0	0	0	1	0	0	0	3	4	1	3	2	0	0	0	0	8	14
"1492"	"ECB_01492"	186	755	546	208	20	0	0	7	48	56	106	11	86	22	1	0	5	15	164	291	223	193	205	8	0	18	11
"1493"	"ECB_01493"	46	125	20	25	0	0	0	2	10	6	9	0	9	1	0	0	2	4	16	35	27	13	4	0	0	11	8
"1494"	"ECB_01494"	56	255	71	37	3	0	0	31	44	24	23	6	9	3	1	1	12	29	14	63	36	22	6	3	2	79	51
"1495"	"ECB_01495"	2	1	1	0	1	1	0	4	7	0	0	0	0	1	1	0	0	0	0	0	1	1	1	2	0	18	8
"1496"	"ECB_01496"	3	4	0	1	2	0	1	77	38	0	0	1	0	5	1	3	9	29	1	2	1	0	3	10	0	82	34
"1497"	"ECB_01497"	225	364	200	171	7	0	0	41	59	79	79	33	91	27	0	2	9	26	84	128	130	128	139	2	2	48	48
"1498"	"ECB_01498"	1935	1281	1183	554	66	9	4	110	217	485	451	58	301	112	21	11	30	124	458	566	472	341	424	43	8	188	184
"1499"	"ECB_01499"	341	618	117	139	5	0	0	29	82	16	47	5	46	7	1	2	10	26	48	89	95	54	47	2	0	45	17
"1500"	"ECB_01500"	29	93	21	16	0	0	0	4	20	7	8	3	2	0	0	0	0	5	12	35	21	16	6	0	1	9	14
"1501"	"ECB_01501"	27	33	21	9	0	0	0	8	11	5	3	5	6	0	0	0	6	4	6	8	10	11	8	0	1	12	9
"1502"	"ECB_01502"	6	7	5	0	1	0	0	31	21	1	1	0	0	1	0	2	4	9	1	0	4	2	0	2	2	22	10
"1503"	"ECB_01503"	2	38	8	4	0	0	1	23	66	0	1	0	1	0	0	1	4	11	2	4	2	1	0	0	0	47	26
"1504"	"ECB_01504"	2	61	4	11	1	0	1	18	50	0	1	1	3	0	1	2	11	21	3	16	10	5	2	1	0	65	37
"1505"	"ECB_01505"	0	10	2	3	0	0	2	13	33	0	2	2	1	0	0	0	10	10	3	5	2	3	7	0	0	48	30
"1506"	"ECB_01506"	2	5	6	4	1	0	0	5	6	1	2	0	3	1	1	0	2	3	2	2	3	1	2	0	0	16	9
"1507"	"ECB_01507"	1	10	2	5	0	0	0	2	1	0	1	0	1	0	0	0	0	2	1	1	5	2	3	1	0	1	0
"1508"	"ECB_01508"	10	12	8	5	1	1	0	8	8	0	1	0	2	1	1	0	0	4	5	7	3	5	2	1	0	18	52
"1509"	"ECB_01509"	4	8	2	6	0	0	0	0	6	1	0	2	1	0	0	0	0	0	0	5	4	2	2	0	0	0	0
"1510"	"ECB_01510"	14	21	12	8	0	0	0	6	16	0	4	1	3	3	0	0	2	12	5	6	7	8	5	2	0	22	19
"1511"	"ECB_01511"	5	10	11	1	1	1	0	16	16	2	5	0	6	2	0	1	0	5	3	3	4	5	0	0	1	18	9
"1512"	"ECB_01512"	9	8	3	1	1	0	0	4	17	3	7	1	0	1	1	0	2	3	2	2	2	4	4	1	0	5	4
"1513"	"ECB_01513"	0	0	0	2	0	0	0	2	4	0	1	0	0	1	0	0	0	0	0	3	0	0	1	0	1	2	2
"1514"	"ECB_01514"	128	144	64	90	3	0	0	16	64	13	20	12	26	13	0	0	1	17	42	47	49	30	59	1	0	30	45
"1515"	"ECB_01515"	3	28	5	5	0	0	0	2	26	0	1	0	3	0	0	0	0	1	2	8	5	2	0	0	0	3	8
"1516"	"ECB_01516"	6	25	24	9	0	1	0	7	28	0	3	0	2	0	2	0	0	4	1	5	11	1	2	0	1	5	5
"1517"	"ECB_01517"	27	114	96	38	0	0	0	27	155	0	3	0	5	0	0	0	9	13	14	33	28	8	8	0	0	20	30
"1518"	"ECB_01518"	0	3	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	7
"1519"	"ECB_01519"	1	2	0	3	2	0	0	1	7	0	1	0	0	0	0	0	2	5	0	1	1	0	0	0	0	11	0
"1520"	"ECB_01520"	5	7	12	4	1	1	0	5	4	2	2	1	3	1	0	1	0	3	2	3	1	1	2	0	2	8	4
"1521"	"ECB_01521"	0	5	2	0	0	0	0	0	4	0	0	2	2	0	0	0	0	0	0	1	0	1	1	0	0	0	2
"1522"	"ECB_01522"	0	3	2	0	2	0	1	4	4	0	0	0	1	6	0	0	0	0	0	0	0	1	3	1	0	4	3
"1523"	"ECB_01523"	2	7	4	0	0	0	0	3	13	0	0	0	2	0	0	0	1	2	1	2	2	1	0	0	1	12	15
"1524"	"ECB_01524"	6	14	12	4	0	0	0	16	13	5	0	1	1	3	1	0	3	7	1	4	1	1	2	0	0	10	17
"1525"	"ECB_01525"	12	11	6	0	0	0	0	4	9	5	2	2	3	2	0	0	1	4	1	6	3	3	2	1	0	5	2
"1526"	"ECB_01526"	2	16	16	10	2	1	3	17	13	1	3	0	4	1	0	0	5	5	5	7	3	7	4	4	1	42	10
"1527"	"ECB_01527"	19	26	20	10	1	2	1	30	31	5	4	3	4	2	2	3	5	11	7	8	8	4	11	8	2	53	34
"1528"	"ECB_01528"	4	6	2	4	1	2	0	1	4	1	3	2	2	1	1	0	0	2	2	3	1	2	0	7	0	4	2
"1529"	"ECB_01529"	3	6	2	2	0	0	0	1	3	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	1
"1530"	"ECB_01530"	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"1531"	"ECB_01531"	0	7	1	6	1	0	2	8	16	0	0	0	1	2	2	0	29	4	7	17	5	10	7	8	0	102	248
"1532"	"ECB_01532"	595	558	484	311	120	68	23	991	2177	255	196	145	186	274	273	57	186	1440	228	251	256	219	359	334	71	572	1493
"1533"	"ECB_01533"	4	8	2	1	1	0	0	3	3	2	1	0	0	2	0	0	0	2	0	2	3	1	3	0	0	2	2
"1534"	"ECB_01534"	245	553	132	131	4	0	1	18	44	19	35	21	25	8	0	1	4	23	39	62	71	34	42	1	1	14	11
"1535"	"ECB_01535"	2	14	13	11	0	0	0	4	5	0	1	1	2	0	0	0	1	4	6	7	8	15	21	1	0	10	3
"1536"	"ECB_01536"	8	14	13	6	0	0	0	4	4	3	1	2	4	0	1	1	0	6	5	11	9	7	13	1	4	14	9
"1537"	"ECB_01537"	2	2	1	2	0	0	0	3	2	0	1	1	0	0	0	0	0	5	1	0	2	1	0	1	0	8	7
"1538"	"ECB_01538"	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1
"1539"	"ECB_01539"	105	147	59	28	3	0	0	19	37	21	24	12	18	22	1	1	5	23	40	42	49	29	34	1	1	6	15
"1540"	"ECB_01540"	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"1541"	"ECB_01541"	0	6	2	2	0	0	0	2	5	0	1	0	0	1	1	0	7	2	2	1	2	1	5	0	1	26	48
"1542"	"ECB_01542"	11	7	10	4	0	0	0	3	2	3	2	3	6	0	0	0	6	3	3	6	8	3	6	0	0	3	13
"1543"	"ECB_01543"	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"1544"	"ECB_01544"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"1545"	"ECB_01545"	23	36	34	11	9	1	0	23	41	6	3	1	6	8	2	3	8	19	17	34	19	21	57	10	3	80	55
"1546"	"ECB_01546"	4	10	5	4	0	0	0	2	5	0	0	1	0	2	0	0	0	0	0	2	1	3	4	0	0	6	2
"1547"	"ECB_01547"	3	38	15	5	1	0	0	6	14	0	2	2	1	0	0	0	1	1	2	8	5	1	8	0	0	13	10
"1548"	"ECB_01548"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"1549"	"ECB_01549"	12	13	11	13	1	1	1	12	10	3	6	0	2	3	1	1	0	14	9	4	5	5	6	1	1	18	15
"1550"	"ECB_01550"	4	4	5	4	0	0	0	8	13	3	7	0	6	0	0	0	3	2	6	10	13	13	11	0	1	56	29
"1551"	"ECB_01551"	35	50	22	17	1	0	1	9	24	5	7	10	7	0	0	2	0	10	7	21	19	20	11	0	1	50	25
"1552"	"ECB_01552"	104	133	72	41	4	0	0	45	90	18	19	6	27	13	1	3	7	20	34	51	46	44	43	4	1	59	32
"1553"	"ECB_01553"	198	312	122	117	3	0	0	29	66	18	77	5	41	10	3	0	15	27	45	78	88	80	59	6	1	75	110
"1554"	"ECB_01554"	76	108	43	22	2	0	0	38	41	3	18	13	4	13	1	4	9	19	9	23	29	19	13	0	0	28	19
"1555"	"ECB_01555"	8	14	10	4	5	0	1	96	22	3	14	1	1	7	15	2	15	42	2	8	7	2	13	70	8	132	45
"1556"	"ECB_01556"	10	15	5	6	2	1	0	25	30	1	3	0	0	2	3	1	15	22	6	8	3	6	7	0	1	100	34
"1557"	"ECB_01557"	22	49	22	19	1	0	0	9	13	10	6	4	7	4	0	1	11	7	6	20	16	7	13	2	0	46	31
"1558"	"ECB_01558"	4	9	6	10	1	0	0	4	3	2	0	0	2	1	0	0	0	0	3	4	2	6	4	0	0	4	3
"1559"	"ECB_01559"	584	661	1149	192	25	2	0	40	173	64	141	26	114	25	11	2	7	70	780	1739	773	758	489	33	4	126	202
"1560"	"ECB_01560"	70	138	66	20	1	0	0	1	24	9	27	3	12	1	0	0	2	12	21	44	40	27	17	2	0	1	8
"1561"	"ECB_01561"	6	26	5	3	0	1	0	15	23	1	3	3	1	1	1	0	0	2	2	8	5	1	3	2	0	4	4
