	"gene_id"	"sample97_t3"	"sample98_t4"	"sample99_t5"	"sample100_t6"	"sample101_t8"	"sample102_t24"	"sample103_t48"	"sample104_t168"	"sample105_t336"	"sample16_t3"	"sample17_t4"	"sample18_t5"	"sample19_t6"	"sample20_t8"	"sample21_t24"	"sample22_t48"	"sample23_t168"	"sample24_t336"	"sample25_t3"	"sample26_t4"	"sample27_t5"	"sample28_t6"	"sample29_t8"	"sample30_t24"	"sample31_t48"	"sample32_t168"	"sample33_t336"
"3344"	"ECB_03344"	1098	817	780	289	321	8	4	346	394	520	261	22	128	554	21	10	166	248	216	284	215	150	557	76	19	1103	527
"3345"	"ECB_03345"	74	41	39	16	10	0	1	49	26	27	21	0	7	7	14	2	10	27	19	18	24	8	6	37	2	64	25
"3346"	"ECB_03346"	43	71	25	20	0	0	0	0	5	6	17	12	11	4	0	0	0	3	13	26	29	25	32	6	2	4	1
"3347"	"ECB_03347"	1060	910	556	302	23	5	5	47	138	277	292	169	223	88	8	2	31	30	235	389	370	294	353	39	7	109	111
"3348"	"ECB_03348"	248	273	133	50	0	0	0	50	99	27	56	10	38	1	1	1	1	10	68	103	100	63	47	1	0	25	45
"3349"	"ECB_03349"	534	519	383	197	14	0	1	27	116	154	158	88	102	23	1	2	275	82	480	744	378	512	447	33	49	661	2399
"3350"	"ECB_03350"	4	4	1	1	1	0	0	4	4	1	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	2	2
"3351"	"ECB_03351"	6	7	6	5	0	0	0	8	9	3	7	1	2	4	1	0	0	0	0	4	3	7	5	0	0	8	7
"3352"	"ECB_03352"	14	13	4	4	0	0	0	7	11	7	4	1	2	0	0	0	2	0	5	5	2	4	4	0	1	7	2
"3353"	"ECB_03353"	1	0	0	0	1	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"3354"	"ECB_03354"	9	8	1	2	5	0	2	13	15	0	1	0	3	8	3	0	2	4	1	3	1	2	4	12	2	12	7
"3355"	"ECB_03355"	0	1	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9
"3356"	"ECB_03356"	0	3	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0
"3357"	"ECB_03357"	4	0	2	0	0	0	0	3	4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	2
"3358"	"ECB_03358"	2	3	2	0	0	0	0	4	2	1	2	1	0	1	0	0	0	0	1	1	1	1	0	0	0	3	3
"3359"	"ECB_03359"	9	4	4	0	0	2	1	45	24	1	1	0	0	0	1	1	15	4	2	5	1	2	1	3	2	44	86
"3360"	"ECB_03360"	0	4	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	2
"3361"	"ECB_03361"	1	6	0	0	0	0	0	2	4	2	0	0	0	0	0	2	3	3	2	0	2	0	1	0	0	6	19
"3362"	"ECB_03362"	25	24	22	7	3	0	2	17	21	7	3	1	3	5	3	2	0	5	13	12	13	18	16	2	1	38	20
"3363"	"ECB_03363"	4	5	2	0	0	0	0	3	4	0	0	1	1	0	0	0	0	2	1	3	2	0	1	0	0	2	2
"3364"	"ECB_03364"	18	39	3	11	0	0	0	10	15	1	2	0	1	0	0	0	0	1	1	4	8	3	2	0	0	6	7
"3365"	"ECB_03365"	12	8	8	6	4	0	0	11	12	3	0	3	3	1	0	0	3	2	5	2	2	2	5	1	0	20	9
"3366"	"ECB_03366"	23	28	9	6	3	1	1	34	60	2	6	0	7	4	1	0	4	37	7	13	8	6	11	1	3	43	77
"3367"	"ECB_03367"	66	65	27	14	24	11	8	416	123	18	14	3	8	52	23	23	123	67	13	15	17	15	48	64	9	739	147
"3368"	"ECB_03368"	2	7	7	7	0	0	0	2	7	1	3	0	1	0	0	0	33	1	3	11	5	3	3	1	0	40	126
"3369"	"ECB_03369"	28	48	23	7	1	0	1	11	13	12	8	3	2	1	0	0	3	5	22	14	12	7	8	0	0	12	13
"3370"	"ECB_03370"	66	74	27	16	20	7	4	400	152	14	10	2	8	20	25	19	97	86	28	35	21	35	64	107	36	1053	122
"3371"	"ECB_03371"	131	228	87	200	6	0	0	21	24	49	72	216	191	12	1	3	9	8	81	136	233	287	173	7	1	12	15
"3372"	"ECB_03372"	64	69	47	16	25	6	2	13	31	14	19	2	11	27	12	1	5	10	17	20	22	8	50	59	3	45	22
"3373"	"ECB_03373"	1	5	1	0	0	0	0	1	2	3	0	0	0	0	0	0	2	2	0	0	3	1	1	1	1	5	4
"3374"	"ECB_03374"	67	44	52	18	6	1	0	8	37	34	12	17	7	13	4	3	2	11	26	20	14	9	27	0	1	19	26
"3375"	"ECB_03375"	271	1258	360	132	4	0	0	28	58	182	179	60	91	18	1	0	15	32	110	318	288	172	169	6	2	93	44
"3376"	"ECB_03376"	102	278	341	302	1104	78	63	2617	954	236	153	40	93	874	101	76	1064	921	141	175	187	148	924	338	92	7517	1216
"3377"	"ECB_03377"	150	255	107	71	8	1	0	1	22	31	58	14	34	15	0	0	7	6	44	82	75	65	49	1	2	53	223
"3378"	"ECB_03378"	515	619	409	363	27	2	2	31	57	68	173	99	208	57	2	5	12	24	314	379	514	416	358	11	2	61	51
"3379"	"ECB_03379"	117	138	71	86	6	0	0	0	4	18	38	20	39	14	0	0	0	0	54	79	76	82	57	7	1	6	10
"3380"	"ECB_03380"	1201	619	621	408	67	1	0	7	25	266	280	57	529	161	6	3	3	16	1578	1737	1275	2135	1891	44	4	42	37
"3381"	"ECB_03381"	200	175	46	95	21	0	0	3	16	26	39	18	64	44	0	0	2	5	74	76	139	99	137	11	0	12	23
"3382"	"ECB_03382"	27	50	24	39	19	81	46	4	8	12	10	2	5	8	1	0	6	1	7	5	8	10	21	105	1	16	9
"3383"	"ECB_03383"	6	33	5	10	2	0	0	4	3	2	2	1	1	3	2	2	10	7	5	6	8	5	7	1	0	7	2
"3384"	"ECB_03384"	138	146	62	58	13	1	4	23	20	21	33	2	23	32	2	2	4	11	15	35	53	29	42	8	5	31	24
"3385"	"ECB_03385"	3	2	0	4	0	0	0	0	0	2	3	0	0	1	0	0	0	0	3	1	0	0	5	0	0	0	0
"3386"	"ECB_03386"	146	167	40	32	11	1	0	8	8	23	26	6	37	16	0	1	0	2	33	55	49	50	52	8	1	9	6
"3387"	"ECB_03387"	58	54	71	36	24	3	0	33	56	37	42	5	26	56	14	4	9	26	44	55	92	49	76	30	8	73	178
"3388"	"ECB_03388"	51	68	65	28	21	1	0	19	68	27	19	2	18	58	9	1	1	54	18	39	57	34	46	9	2	29	54
"3389"	"ECB_03389"	27	34	36	19	7	2	0	25	49	18	19	1	14	22	9	2	0	32	27	17	25	13	20	10	7	32	39
"3390"	"ECB_03390"	73	152	51	27	0	0	1	15	30	9	19	0	21	1	0	0	4	6	27	71	48	40	13	2	1	18	24
"3391"	"ECB_03391"	713	550	359	242	3	0	0	3	120	254	214	192	134	3	0	0	11	58	314	257	232	153	76	1	0	13	63
"3392"	"ECB_03392"	596	526	385	221	9	1	0	9	126	184	179	80	133	1	1	0	2	51	232	248	195	139	73	2	2	14	71
"3393"	"ECB_03393"	406	401	243	173	9	1	0	5	98	192	150	62	99	7	2	0	1	52	247	226	219	152	68	0	1	15	62
"3394"	"ECB_03394"	277	509	307	208	4	0	0	4	59	170	196	133	110	7	0	0	0	35	107	180	150	87	50	0	0	21	29
"3395"	"ECB_03395"	4800	4419	5213	1864	348	7	2	92	1099	2896	2374	576	1428	1011	25	4	18	745	2730	2662	2286	2158	2971	41	7	238	598
"3396"	"ECB_03396"	182	925	311	107	4	1	2	59	85	70	66	11	40	15	3	5	25	58	81	198	164	67	59	12	3	70	132
"3397"	"ECB_03397"	4	7	2	2	1	0	0	25	41	4	1	0	2	1	0	2	21	16	7	5	6	1	5	5	2	68	36
"3398"	"ECB_03398"	16	16	4	5	6	0	2	96	53	3	4	1	2	13	1	8	41	33	1	7	1	7	12	5	5	243	91
"3399"	"ECB_03399"	72	104	67	37	2	0	1	28	41	15	20	4	9	2	1	1	5	4	28	37	15	18	24	1	1	39	27
"3400"	"ECB_03400"	38	40	14	11	0	0	0	11	10	3	4	4	4	2	0	0	7	3	7	5	9	8	7	1	1	8	14
"3401"	"ECB_03401"	420	530	210	150	9	0	0	37	111	66	115	55	67	17	0	1	12	23	125	152	163	137	115	7	0	47	50
"3402"	"ECB_03402"	50	67	89	62	2	2	1	40	16	6	16	13	42	0	3	3	5	5	24	43	58	57	43	23	2	47	10
"3403"	"ECB_03403"	1857	1015	540	199	3	1	2	18	37	339	259	45	120	14	2	0	2	17	285	341	278	285	287	8	3	35	33
"3404"	"ECB_03404"	695	653	440	151	70	6	3	67	125	187	163	50	110	57	16	3	7	52	197	364	298	226	252	61	10	83	110
"3405"	"ECB_03405"	39	18	21	18	11	1	2	30	31	8	9	4	1	25	17	1	14	14	11	9	7	6	25	80	3	48	20
"3406"	"ECB_03406"	30513	149714	117299	31807	80	65	108	8225	32696	636	18438	9443	23107	198	284	187	775	10061	39201	87341	72695	37311	18953	417	188	6048	7003
"3407"	"ECB_03407"	0	1	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	2	4	0	0	4	4
"3408"	"ECB_03408"	6	16	3	3	0	0	0	4	10	2	2	1	2	2	0	0	3	0	14	24	7	11	4	0	0	7	6
"3409"	"ECB_03409"	23	32	16	7	3	0	0	19	20	6	4	1	6	7	3	1	2	6	9	12	12	3	13	1	0	17	26
"3410"	"ECB_03410"	2720	2065	950	767	8	3	3	52	289	607	708	204	708	21	8	6	12	104	932	985	1177	1126	894	22	8	85	151
"3411"	"ECB_03411"	718	954	314	158	1	1	1	15	126	121	178	67	124	6	2	1	2	20	108	264	223	169	102	1	0	17	39
"3412"	"ECB_03412"	3	1	5	0	0	0	0	7	11	0	0	0	0	1	0	2	5	3	0	1	1	1	3	3	0	14	11
"3413"	"ECB_03413"	28	52	14	3	0	0	2	23	32	2	6	2	4	2	0	0	0	14	10	8	17	4	5	7	0	12	12
"3414"	"ECB_03414"	7	11	4	7	6	0	1	7	13	1	1	0	1	2	0	0	1	4	3	3	3	0	0	1	2	14	8
"3415"	"ECB_03415"	1	11	4	0	0	0	0	6	3	2	0	0	0	1	1	0	5	0	0	3	0	0	0	0	0	7	1
"3416"	"ECB_03416"	15	41	28	14	4	3	2	78	53	14	4	6	4	4	11	2	33	26	2	14	7	5	16	33	8	165	51
"3417"	"ECB_03417"	15	26	21	13	13	10	5	105	114	7	3	3	6	19	16	3	28	28	8	14	12	14	24	26	12	194	78
"3418"	"ECB_03418"	0	5	4	0	0	0	1	5	3	4	2	0	1	6	0	0	1	0	2	1	4	1	9	0	0	4	0
"3419"	"ECB_03419"	3	7	11	0	1	0	0	9	13	1	1	0	0	2	0	0	0	3	1	0	1	0	0	0	0	16	6
"3420"	"ECB_03420"	21	20	13	3	4	1	0	14	11	8	2	1	4	12	2	1	1	2	4	3	4	10	9	4	0	21	10
"3421"	"ECB_03421"	52	55	19	17	0	0	0	10	23	7	5	2	4	3	2	0	5	18	13	20	13	21	11	5	0	31	36
"3422"	"ECB_03422"	141	322	252	64	13	1	2	22	232	157	126	17	55	26	2	0	11	87	153	177	205	65	81	2	0	17	95
"3423"	"ECB_03423"	1157	609	824	232	11	0	0	13	69	220	176	44	127	45	1	0	7	14	216	308	227	222	186	4	3	41	35
"3424"	"ECB_03424"	282	1354	473	305	6	0	0	33	170	97	201	36	115	10	0	0	6	68	269	552	370	310	176	3	0	74	159
"3425"	"ECB_03425"	36	27	7	7	0	0	0	8	12	2	9	3	9	2	0	0	1	1	9	19	18	5	6	2	0	0	5
"3426"	"ECB_03426"	130	201	75	50	4	0	0	28	29	22	36	21	25	14	4	4	5	18	38	62	77	43	47	13	2	31	32
"3427"	"ECB_03427"	3	2	3	4	0	0	0	4	14	0	0	0	1	0	0	1	1	6	1	2	0	1	1	0	0	5	9
"3428"	"ECB_03428"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	1
"3429"	"ECB_03429"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3430"	"ECB_03430"	0	4	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
"3431"	"ECB_03431"	1	0	0	1	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
"3432"	"ECB_03432"	14	7	14	5	2	0	0	3	12	0	4	0	2	5	0	0	2	4	5	13	7	6	9	2	0	3	7
"3433"	"ECB_03433"	1	5	3	3	0	0	0	1	0	1	0	3	1	1	0	0	0	0	3	1	1	2	1	0	0	2	0
"3434"	"ECB_03434"	11	9	5	3	0	0	0	3	10	2	1	2	1	0	0	0	3	1	2	8	6	5	5	1	0	6	25
"3435"	"ECB_03435"	16	4	1	2	1	0	0	3	12	0	4	0	4	0	0	0	0	4	2	7	2	3	3	1	0	5	15
"3436"	"ECB_03436"	3	7	8	3	8	2	0	14	6	0	1	0	0	5	1	2	2	5	2	4	4	4	16	1	0	45	17
"3437"	"ECB_03437"	1	3	2	1	0	0	0	1	0	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	5
"3438"	"ECB_03438"	34	29	19	14	4	0	0	4	8	10	10	4	9	3	1	0	1	6	10	12	10	9	14	3	1	20	23
"3439"	"ECB_03439"	1	0	0	0	0	0	0	16	17	2	0	1	1	0	0	0	4	1	0	1	1	0	0	0	1	21	6
"3440"	"ECB_03440"	47	54	28	14	1	1	1	66	42	3	11	5	9	8	0	5	0	17	4	19	14	13	9	0	1	46	25
"3441"	"ECB_03441"	4	5	1	1	0	0	0	5	3	1	0	0	0	1	0	1	0	2	2	4	0	1	1	0	2	12	10
"3442"	"ECB_03442"	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"3443"	"ECB_03443"	15	17	33	11	36	0	2	19	33	18	11	2	4	82	4	3	21	8	6	0	3	5	68	22	3	54	29
"3444"	"ECB_03444"	6	13	2	4	1	0	0	4	8	2	0	0	1	3	2	0	0	3	0	2	1	1	2	3	2	4	9
"3445"	"ECB_03445"	234	206	116	80	2	0	0	5	16	87	84	62	67	10	0	0	7	14	99	120	110	98	94	3	0	13	30
"3446"	"ECB_03446"	147	139	66	44	1	0	0	9	14	30	47	15	27	10	0	0	0	6	44	58	60	52	36	5	0	11	12
"3447"	"ECB_03447"	45	89	48	14	3	1	0	6	25	16	20	6	5	2	1	2	9	9	26	42	18	13	5	4	0	19	17
"3448"	"ECB_03448"	30	38	12	11	4	1	0	62	89	3	15	6	7	8	5	5	36	40	20	10	12	10	17	6	2	116	52
"3449"	"ECB_03449"	10	37	8	10	2	8	4	133	299	3	7	0	2	4	4	25	28	25	4	18	11	5	13	9	11	328	126
"3450"	"ECB_03450"	2	18	6	7	0	0	2	45	180	0	0	1	1	1	0	3	28	20	1	4	4	4	3	1	1	95	15
"3451"	"ECB_03451"	2	1	2	1	0	0	0	5	42	0	0	0	0	0	0	0	6	0	0	2	1	0	1	0	2	18	12
"3452"	"ECB_03452"	7	11	4	5	7	3	0	32	21	2	0	0	1	16	11	3	6	19	5	5	2	3	8	34	6	75	21
"3453"	"ECB_03453"	4	1	0	2	7	2	0	24	13	1	0	1	0	5	1	3	10	4	1	0	1	0	2	5	1	59	15
"3454"	"ECB_03454"	127	117	150	90	167	16	11	487	259	106	87	43	73	260	44	17	94	128	115	80	132	107	290	158	14	857	254
"3455"	"ECB_03455"	102	134	63	46	30	10	13	189	186	21	37	19	28	62	11	6	45	53	47	45	39	55	83	13	13	325	106
"3456"	"ECB_03456"	190	270	129	38	19	0	2	49	84	35	56	7	35	58	7	5	18	46	142	174	154	146	237	23	6	208	123
"3457"	"ECB_03457"	34	32	28	12	78	39	15	142	177	17	12	0	11	68	45	6	53	79	13	13	13	14	81	384	10	492	204
"3458"	"ECB_03458"	296	442	156	64	4	2	0	68	79	25	48	18	38	7	3	0	24	33	82	123	96	62	38	11	6	189	47
"3459"	"ECB_03459"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"3460"	"ECB_03460"	69	85	49	33	2	1	5	48	68	11	25	6	17	10	4	3	13	24	30	28	50	32	26	20	1	96	43
"3461"	"ECB_03461"	55	164	893	239	11	1	1	45	48	288	195	60	97	88	4	3	9	12	295	418	330	124	243	17	4	61	75
"3462"	"ECB_03462"	15	83	158	36	12	1	1	10	10	39	55	5	11	77	14	1	18	9	56	61	57	11	90	8	9	30	21
"3463"	"ECB_03463"	61	211	203	58	10	1	2	23	36	74	115	7	24	86	3	2	8	32	42	98	71	37	67	5	4	38	62
"3464"	"ECB_03464"	17	71	16	16	0	0	0	2	4	4	9	3	9	1	0	0	0	1	12	14	17	6	4	0	0	3	5
"3465"	"ECB_03465"	354	911	527	312	26	1	0	23	127	53	136	143	135	42	3	5	19	66	162	216	319	188	155	11	3	31	53
"3466"	"ECB_03466"	5300	6558	2935	1332	177	56	9	308	182	1039	1035	173	639	222	190	21	47	146	771	1514	1302	1086	902	660	26	260	129
"3467"	"ECB_03467"	341	550	397	264	24	12	3	19	52	164	156	22	103	26	18	0	2	16	129	233	205	163	146	56	2	55	25
"3468"	"ECB_03468"	679	899	626	302	9	1	0	6	28	182	212	52	150	31	0	0	3	9	168	268	300	215	195	13	1	8	7
"3469"	"ECB_03469"	241	506	288	151	2	0	0	1	22	110	134	45	83	11	0	1	0	8	92	169	155	96	67	3	0	4	11
"3470"	"ECB_03470"	2083	1177	462	235	12	1	0	109	107	288	321	225	225	24	8	4	29	35	448	587	514	458	321	36	3	216	179
"3471"	"ECB_03471"	184	476	158	51	3	2	1	21	34	35	46	16	24	4	0	3	13	17	49	87	100	43	34	6	0	15	35
"3472"	"ECB_03472"	47	114	21	8	0	0	0	11	15	4	16	3	18	0	0	0	1	3	20	34	41	23	6	0	0	8	8
"3473"	"ECB_03473"	6	16	7	3	0	0	0	6	7	1	2	1	1	0	0	0	0	5	1	7	2	2	0	1	0	16	16
"3474"	"ECB_03474"	1107	505	363	107	54	1	4	90	153	357	166	24	52	139	25	5	22	101	164	178	92	93	288	52	5	157	160
"3475"	"ECB_03475"	1259	791	584	203	85	4	4	108	220	512	281	68	107	228	10	6	69	136	629	750	336	443	906	69	14	343	295
"3476"	"ECB_03476"	1534	1729	1127	532	50	4	4	44	314	373	396	47	235	65	10	7	16	110	484	651	549	332	315	25	8	74	132
"3477"	"ECB_03477"	253	429	138	96	6	0	0	5	39	42	73	17	51	7	0	0	0	5	119	152	136	120	64	1	0	7	15
"3478"	"ECB_03478"	174	410	90	93	1	0	0	10	23	7	63	36	28	3	0	0	1	5	50	95	58	44	35	0	0	8	10
"3479"	"ECB_03479"	74	106	56	16	1	0	0	4	6	8	29	0	15	1	0	0	0	1	27	35	30	18	11	5	2	5	4
"3480"	"ECB_03480"	73	182	65	36	3	0	0	5	5	4	13	1	11	1	0	0	3	3	28	37	22	28	27	2	0	4	4
"3481"	"ECB_03481"	16	35	18	13	0	0	0	0	5	0	1	1	3	0	0	0	0	1	9	20	9	4	3	1	0	10	22
"3482"	"ECB_03482"	15	26	15	17	3	0	0	0	1	2	3	0	4	1	0	0	0	2	4	7	4	0	2	0	0	0	0
"3483"	"ECB_03483"	78	95	35	21	1	0	0	6	6	12	16	2	15	1	0	0	0	5	38	37	33	30	12	1	0	3	10
"3484"	"ECB_03484"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3485"	"ECB_03485"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3486"	"ECB_03486"	73	96	28	41	3	1	0	8	12	15	19	0	9	3	0	1	5	7	25	22	29	17	13	0	0	5	6
"3487"	"ECB_03487"	111	156	56	64	7	0	1	68	80	31	30	36	36	5	1	1	7	19	62	56	59	53	43	2	1	33	30
"3488"	"ECB_03488"	114	170	50	50	2	2	0	5	16	17	36	10	19	2	1	0	0	3	27	35	42	42	29	5	1	13	17
"3489"	"ECB_03489"	115	189	46	31	2	1	0	17	31	18	25	2	15	5	0	0	1	8	28	66	52	21	19	4	0	5	19
"3490"	"ECB_03490"	65	304	50	41	0	3	1	19	21	15	22	16	29	6	0	0	7	15	29	48	70	33	19	5	1	27	17
"3491"	"ECB_03491"	79	135	38	30	0	0	0	7	26	18	19	25	11	2	2	3	2	13	31	40	46	34	24	16	2	25	12
"3492"	"ECB_03492"	16	42	5	5	0	0	2	1	1	8	5	3	5	2	0	0	1	0	14	36	16	49	39	0	0	9	9
"3493"	"ECB_03493"	398	843	271	199	3	1	0	16	48	127	213	27	184	9	5	1	9	30	126	312	304	187	114	2	4	35	77
"3494"	"ECB_03494"	1763	3243	1165	818	4	2	0	31	76	214	408	124	251	12	2	1	8	31	341	675	697	377	241	8	3	18	43
"3495"	"ECB_03495"	689	560	500	146	14	2	1	37	80	156	295	7	216	30	7	1	5	22	284	478	392	306	262	14	0	48	61
"3496"	"ECB_03496"	232	292	96	52	1	1	0	3	25	48	60	11	25	3	0	0	3	3	41	71	67	49	29	0	0	3	23
"3497"	"ECB_03497"	148	299	120	58	3	0	0	4	20	35	64	10	33	11	0	0	0	12	32	74	63	40	31	2	0	13	15
"3498"	"ECB_03498"	57	116	32	19	1	0	0	6	28	19	25	4	13	1	1	0	0	14	49	96	58	53	28	2	0	24	29
"3499"	"ECB_03499"	110	378	62	85	0	0	0	3	3	5	31	15	31	2	1	0	0	1	37	66	52	57	20	1	0	2	0
"3500"	"ECB_03500"	166	571	58	31	0	0	0	5	34	33	38	11	28	2	0	1	0	15	61	217	111	148	45	1	0	20	29
"3501"	"ECB_03501"	422	508	303	105	9	0	0	10	66	108	137	38	64	28	5	0	0	20	95	176	155	119	77	7	1	28	33
"3502"	"ECB_03502"	49	155	250	150	21	0	3	51	279	30	41	11	37	36	1	1	32	94	64	89	54	120	109	5	4	230	185
"3503"	"ECB_03503"	7	23	1	1	1	0	0	0	5	0	0	0	1	0	0	0	0	3	0	1	1	1	0	0	0	13	2
"3504"	"ECB_03504"	26	49	112	62	11	1	0	16	39	12	13	6	11	10	2	1	7	23	26	26	32	23	30	1	0	73	29
"3505"	"ECB_03505"	309	391	152	86	2	4	4	126	206	44	63	10	54	31	10	4	20	92	83	109	143	96	63	18	6	225	135
"3506"	"ECB_03506"	964	1686	604	326	13	3	2	108	209	161	200	9	111	24	2	6	36	99	218	337	316	218	143	16	1	264	211
"3507"	"ECB_03507"	1627	2781	842	439	10	0	1	92	178	205	495	80	376	21	2	1	18	126	670	1176	1122	651	456	6	3	163	88
"3508"	"ECB_03508"	35	56	21	21	1	0	0	3	6	4	16	4	15	1	0	0	0	2	16	30	31	20	12	0	1	7	6
"3509"	"ECB_03509"	197	280	103	119	6	0	1	18	33	25	78	27	58	4	0	0	2	5	106	133	158	125	94	0	1	20	17
"3510"	"ECB_03510"	603	677	365	214	80	45	36	727	1343	194	200	35	142	175	84	39	183	789	355	297	367	248	398	216	85	1319	1453
"3511"	"ECB_03511"	5201	4751	3265	1547	707	126	78	2434	4109	1649	1486	521	880	1130	436	146	1265	2221	1777	1866	1680	1270	2103	1243	191	5548	3997
"3512"	"ECB_03512"	221	814	63	117	0	0	0	1	6	10	58	13	46	0	0	0	0	1	38	117	89	89	52	0	0	2	3
"3513"	"ECB_03513"	484	585	371	149	23	6	2	69	116	173	126	37	75	57	19	8	19	55	135	160	167	95	115	60	5	132	96
"3514"	"ECB_03514"	63	75	30	19	9	1	0	30	35	15	18	12	12	2	1	1	8	15	23	25	33	25	23	3	0	37	43
"3515"	"ECB_03515"	3	2	0	1	1	0	0	9	10	0	2	1	1	1	0	0	1	4	1	2	3	3	1	0	0	15	11
"3516"	"ECB_03516"	33	60	41	16	13	0	0	15	12	9	15	4	19	26	1	1	5	11	22	23	21	16	41	0	1	47	33
"3517"	"ECB_03517"	29	57	20	20	1	0	0	9	15	3	13	2	10	0	0	0	0	6	16	13	19	23	12	0	0	7	13
"3518"	"ECB_03518"	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4
"3519"	"ECB_03519"	16	24	36	29	44	1	0	89	45	48	29	5	21	94	4	14	30	49	90	81	64	65	255	4	22	265	99
"3520"	"ECB_03520"	7	2	5	5	0	0	0	8	4	1	1	0	0	1	0	1	1	7	0	4	3	1	4	0	0	3	4
"3521"	"ECB_03521"	30	53	34	43	5	1	2	63	55	6	8	0	10	4	0	1	10	16	14	16	10	17	27	3	2	48	49
"3522"	"ECB_03522"	2	5	1	2	0	0	0	6	4	5	0	2	0	0	1	0	0	2	1	1	1	4	1	0	1	1	7
"3523"	"ECB_03523"	0	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5
"3524"	"ECB_03524"	40	46	17	8	3	0	0	15	31	6	7	2	9	4	0	1	4	12	4	18	16	11	4	0	0	32	9
"3525"	"ECB_03525"	48	85	14	11	1	0	0	32	55	4	4	2	6	2	0	1	0	21	11	22	32	9	8	0	0	50	39
"3526"	"ECB_03526"	62	152	50	51	7	1	1	101	92	24	37	1	34	50	8	4	25	66	59	60	65	23	44	19	5	129	87
"3527"	"ECB_03527"	0	2	1	2	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0
"3528"	"ECB_03528"	12	14	5	3	2	1	1	8	20	5	6	0	3	2	1	0	0	4	5	5	9	5	12	1	0	13	26
"3529"	"ECB_03529"	16	16	2	5	1	1	0	5	23	2	1	0	1	2	0	0	8	10	6	4	2	3	7	0	1	11	18
"3530"	"ECB_03530"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3531"	"ECB_03531"	30	127	73	74	2	1	3	61	66	7	10	2	20	5	7	4	9	23	16	33	25	31	26	9	4	114	80
"3532"	"ECB_03532"	2	15	6	3	0	0	0	88	48	0	0	0	2	0	0	1	0	22	2	1	2	1	2	0	1	51	28
"3533"	"ECB_03533"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3534"	"ECB_03534"	1	4	2	1	0	0	2	4	2	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	0	7	5
"3535"	"ECB_03535"	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2
"3536"	"ECB_03536"	23	49	15	8	1	0	2	19	20	1	10	2	3	1	0	2	1	6	10	16	19	18	9	1	1	27	9
"3537"	"ECB_03537"	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	2	1	0	0	0	3	0
"3538"	"ECB_03538"	2	9	1	1	0	0	0	5	4	1	0	0	0	0	0	0	0	2	2	2	0	2	0	0	0	4	2
"3539"	"ECB_03539"	2	6	3	0	0	0	1	6	4	1	1	0	0	0	0	0	2	5	0	0	2	1	1	1	0	7	3
"3540"	"ECB_03540"	3	2	1	1	1	0	0	2	5	0	0	0	1	0	0	0	1	2	0	5	4	0	1	1	0	8	5
"3541"	"ECB_03541"	3	1	2	1	0	0	0	6	4	1	0	0	0	0	0	0	6	3	1	1	1	0	2	0	0	1	1
"3542"	"ECB_03542"	5	10	3	0	1	0	0	100	30	0	3	0	1	2	0	0	11	18	0	1	3	0	3	0	2	29	24
"3543"	"ECB_03543"	55	58	37	25	6	0	0	18	18	9	10	4	11	2	1	0	7	5	6	15	21	14	10	4	0	20	9
